artist_name,track_name,release_date,genre,lyrics,topic,age
the knack,heartbeat,1979,pop,heartbeat miss baby kiss heartbeat kiss stay memory riddledeepat sing story reveal riddledeepat know true thrill know,romantic,6
kansas,on the other side,1979,pop,hand word come easy try search forget line slip away quickly unkind complain feel need explain say time need believe turn turn feel sound feel sound come deep inside emotion guide turn turn wait begin forget stand look face search eye servant till music play moment feel days fulfil desperation show ugly face ways escape time live answer simple know look easier avoid question inconclusive elusive,world/life,6
kenny loggins,who's right who's wrong,1979,pop,grow tire fight right wrong weak strong eye lonely feel watch turn away tonight point right make game instead know go heart surely break long play game right wrong right wrong go right wrong false true matter cry say gotta easier say tell know hide turn look hard come moment tonight hold tight ease trouble mind know go heart surely break long play game right wrong right wrong go right wrong false true right wrong go right wrong false true matter little girl right wrong go right wrong false true right wrong lady right wrong baby right wrong lady right wrong baby right wrong lady right wrong baby right wrong lady right wrong baby right wrong lady right wrong baby right wrong lady right wrong baby right wrong lady right wrong baby right wrong lady right wrong baby talk right wrong matter go make shout right wrong love go,night/time,6
wings,reception,1979,pop,interviewer deputy sheriff apparently pretty desperate anxious track start days trail lose,world/life,6
marianne faithfull,broken english,1979,pop,come anytime cold lonely return fight security cold russian german break english break english lose father husband mother children die reality cold russian german break english break english fight fight fight fight fight fight come anytime cold lonely return fight security cold russian german break english break english break english break english fight fight fight fight,violence,6
donna summer,sunset people,1979,pop,late night flight limousine sunset sunset riot house penthouse suite street alive feet sunset sunset rainbow girl whiskey spot sunset sunset roll night underneath neon sign sunset sunset sunset people doin right night night sunset people night night doin right sunset people doin right night night sunset people doin right night night holdin breath life sunset sunset smooth haired guy thumb rid linin sunset sunset pretty girls sixteen know world sunset sunset foreign cars star tint glass hide scar sunset sunset billboard sign strip glamorize latest hit sunset sunset friday night weekend crowd move sunset sunset life life fast people sunset sunset sunset people doin right night night sunset people night night doin right sunset people doin right night night sunset people night night doin right sunset people doin right night night,night/time,6
mental as anything,the nips are getting bigger,1979,pop,start drinkin beer know doin couple feel little better believe tell nothin letter right beer take look larder bone nothin better somethin harder flash start dash jamaica malone drink owowowown wohhohoh nip gettin bigger wohyeah nip gettin bigger wohohoh nip gettin bigger yeaheaheah gettin bigger wonder chemicals doin brain worry stop doin agaiaiain wipin brain cells millions care worry spareareare wohhohoh nip gettin bigger wohyeaheah nip gettin bigger wohohoh nip gettin bigger yeaheaheah gettin bigger,obscene,6
cheap trick,way of the world,1979,pop,world remember school follow home remember think exist comin right runnin hidin world world keep turnin round remember know good better remember mean say wanna lover right runnin hidin world world keep turnin round world go round life go world keep turnin round world remember work friday remember felt like pawn dead alive remember think hear goin insane remember real fine line change life runnin hidin world world keep turnin round world go round life go world go round runnin world round hidin life go world,world/life,6
joe jackson,baby stick around,1979,pop,come people dance shoe reds yellow pink blue late late stay home purple leopard skin seethrough plastic want drastic late late stay home wanna start baby stick baby stick pushin shovin sweat leather chain late late stay home somebody tellin latest scandals somebody steppin plastic sandals late late stay home wanna start baby stick baby stick late late stay home wanna start baby stick baby stick,night/time,6
christopher cross,spinning,1979,pop,spin spin round like think win long long time gonna long long time gonna begin spin round like think win,night/time,6
the knack,your number or your name,1979,pop,face window know number phone want try catch step view hard shame number catch glimpse subway weren go lose rumble train rush city stand calmly wish nerve hello hard shame number wait till time burn yearn heart mind walk morning start walk maybe time hard shame number hard shame number number,sadness,6
gary numan,observer,1979,pop,stand days stand hours stand lifetime watch wait observe hour lifetime watch think observe,violence,6
ian hunter,just another night,1979,pop,huntermick ronson fuzz line think gonna night night long black face go reefer madnessput poor jail night yeah night easy chrome body folks night night night life head sawbones wreck chair say like room downstairs night night papa pull hair intrigue get league night night spend baby grow stupid night night night life night hang slow like hotel hells bell roller wanna dance night night night life felt shade gonna long get craze head spoutin noodles say plead say touch bleed night night night night night night night night night night night night night night,night/time,6
public image ltd,poptones,1979,pop,drive japanese smell rubber country hindsight good stand naked woods cassette play poptones forget impression leave hole head like hide foliage peat lose body heat cassette play poptones bleed heart look body nearly injure pride praise picnic british countryside poptones,violence,6
bette midler,when a man loves a woman,1979,pop,hold arm hold arm say baby baby baby love woman mind trade world good thing yeah wrong turn best friend love woman spend dime tryin hold need comfort sleep rain say baby gonna love woman give tryin hold precious cryin baby baby treat love woman deep soul bring misery yeah know lovin eye say love love give tryin hold precious cryin baby baby baby treat treat yeah leavin love woman wrong hold girl tell baby gonna hohohold tight baby baby world baby change gonna come world,romantic,6
donna summer,on the radio,1979,pop,letter write radio tell world felt fall hole overcoat say know mean whoaohohohoh surprise shock wonder hear tell soul feel say loud say radio whoaohohoh radio whoaohohoh radio whoaohohoh radio whoaohohoh kinda strike hear song things break thing wanna hear think comin home real soon whoaohohohoh yeah kinda feel proud hear couldn word heart know feel cause say loud say radio whoaohohoh radio whoaohohoh radio whoaohohoh radio whoaohohoh radio think radio tune right lose cause sit send away long sound loud say loud radio whoaohohoh radio whoaohohoh radio whoaohohoh radio whoaohohoh radio,music,6
donna summer,walk away,1979,pop,emotion passionate phase close door turn away turn away turn away walk away walk away walk away walk away know need walk away hear walk away want walk away know need walk away come walk away know need sure time time save feel walk away,sadness,6
xtc,reel by reel,1979,pop,secret time invade privacy unknowing mime play ministry film bath tape tape laugh turn know real reel busy little be record feel real reel document like rat catch squeal real reel real reel real reel hide time ignorance help cope rehearse crime government cinemascope film work play tape think tape blur know real reel busy little be record feel real reel document like rat catch squeal real reel real reel real reel sleep know lenses peep daily bread tape spool film bath tape tape laugh turn know real reel busy little be record feel real reel document like rat catch squeal real reel real reel real reel real reel real reel real reel,feelings,6
the knack,let me out,1979,pop,come cause stick long come baby maybe belong time right step light pull wool tonight tonight come know understand come baby live band get tighter feel bite care get share tonight tonight tonight tonight whoo come prisoner come baby guess get get right fake take tonight tonight tonight tonight,night/time,6
public image ltd,memories,1979,pop,feel ashamed act attitudes remember ridicule clear clear word useless excuse false confidence wrong hate cling desperately imagine pretend personality drag think slightly late slightly late person useless memories remember twist amenities wrong person useless memories remember twist amenities twist amenities order order worse lose time stay long wrong worse worse lose time stay long wrong wrong pass mind begin wrong movies,night/time,6
rickie lee jones,coolsville,1979,pop,braggar junior think windstrewn leave september deck like ace beat anybody coolsvillecuz coolsville stick stick fit hungry night want little kiss jump jokers trump trick swear think smart stick coolsvilleyeah stick coolsville sound close okay city hurt feel real thing come real thing real thing wanna know coolsville hear wanna coolsville come backto coolsville,obscene,6
the beach boys,lady lynda,1979,pop,lady lady lady lady come lady green canyon meadows hear bird sing spring know stay lady talk everafter lady near hard time darling evolution draw near look eye whoa look surprise plan darling evolution draw near lady oooh lady lady stay lady talk everafter lady lady lady lady stay lady lady come lady lady darling know heart sing come sing song sing sound lady lady darling like come spring come sing song sing song lady lady darling like come spring come sing song sing song lady lady darling like come spring come sing song sing song lady lady,music,6
public image ltd,albatross,1979,pop,slow motion slow motion get albatross sow seed discontent know unbearable see close get albatross fry rear blind want away away rid crest wave get albatross forget know away away away get albatross know unbearable see close want away away away away hide carpet soul sow seed discontent run away albatross spirit away away personal stay get albatross stick get want lonely lonely,sadness,6
emmylou harris,everytime you leave,1979,pop,time leave tear soul little time control dream heart learn lock door return know come soon blue know happen kiss time leave tear soul want live forgive time leave,sadness,6
squeeze,touching me touching you,1979,pop,touch touch think touch touch touch touch touch touch hair touch play eye close neatly occupy play think things like touch touch touch touch touch touch hair touch,romantic,6
the dickies,you drive me ape (you big gorilla),1979,pop,wagon drive gorilla drive apeape wanna tell swing swing come city jungle time look shit cruise tree bird be babybaby monkeyi hard cruise tree bird be babybaby monkeyyou disease lead,music,6
the beach boys,good timin',1979,pop,good good time good good time ahhhh ahhhh need good time good good time people live world keep turn learn good good time good good time ahhhh ahhhh need good time take good time need good time good good time go place share celebration good good time good good time ahhhh ahhhh need good time take good time need good time yeah good good time need good time take good time need good time yeah good good time,feelings,6
cheap trick,i'll be with you tonight,1979,pop,tonight tonight tonight tonight tonight tonight tonight tonight burnin burnin desire burnin burnin like yeah thinkin thinkin doubt want heart poundin like drum drum drum drum drum drum drum yeah tonight night excite sure gonna tomorrow expect tonight want want tonight tonight tonight tonight tonight tonight tonight tonight crazy doin crazy things yeah tonight know right heart poundin like drum drum drum drum drum drum drum yeah tonight night excite sure gonna tomorrow expect tonight want want tonight tonight tonight tonight,night/time,6
john mellencamp,a little night dancin,1979,pop,zion spot brew handcuff kiss people live guitar player play say boys spoon nose midnight night night whoa night dancin little little little night dancin night night whoa night dancin little little little night dancin sodom gomorrah roadhouse jump drummer keep beat kid start bitchin yeah start itch jump feet night night whoa night dancin little little little night dancin night night whoa night dancin little little little night dancin night night whoa night dancin night night whoa night dancin little little little night dancin night night whoa night dancin little little little night dancin night night whoa night dancin little little little night dancin night night whoa night dancin little little little night dancin,night/time,6
gang of four,armalite rifle,1979,pop,armalite rifle police armalite rifle everyday break easy fit pram child harm armalite rifle holy trinity irish joke armalite rifle police armalite rifle everyday rifle harm shoot bullet get heart destroy insides armalite rifle police armalite rifle everyday damage harm blow legs blow gut disapprove damage damage damage damage damage damage damage,obscene,6
wire,a touching display,1979,pop,bitch thrust asides considerable charm choose decide like massage want decision long sustain apart pressure increase squeeze heart buy ticket take walk unable talk suffer silence eye away close touch display colour thoughts predominately grey fight bravely save know,sadness,6
gary numan,i die: you die (video version),1979,pop,point view echo pause effect whisper crawl hole hear laugh watch turn scar things tear tear tear name scream suffer late feel young stop dame fail crawl hole hear laugh watch turn scar things tear tear tear frighten telephone,violence,6
tubeway army,praying to the aliens,1979,pop,slowly think replace come view begin boys boys perfect picture boygirl pray alien pray alien grey overcoat random poll check think women break tear queen live dead die pray alien pray alien begin corner away strange time change imagine live pray alien pray alien,world/life,6
the tubes,prime time,1979,pop,come wait come waste minute prime time save prime time prime time save prime time wait come closer dear prime time save prime time prime time save prime time hurt long long time know need want drink word prime time save prime time prime time save prime time wait come closer dear prime time save prime time prime time save prime time,night/time,6
wire,single ko,1979,pop,look keep lean backwards shoulder press floor lean backwards shoulder press door fall submission single fall submission single submission friends,sadness,6
the jam,thick as thieves,1979,pop,time tough tough close come world personal situations thieve stick time mean turn steal friendship bind steal school libraries steal drug send sleep steal drink sick steal couldn spoil thieve like perfect stranger come life like perfect lone ranger ride away ride away ride away ride away steal young girls tower steal autumn leave summer shower steal silent wind say free steal wasn go spoil longer thieve come life like perfect stranger walk away walk away walk away walk away thieve stick time mean turn steal friendship bind steal burn open steal twinkle star black night steal green belt field believe steal come change mind know know grow flash time watch ideals helplessly unwind longer thieve longer thieve wasn go spoil longer thieve,sadness,6
tom petty and the heartbreakers,somethin' else,1979,pop,look leave come come girl want date know notice pass go guy outta class stop thinkin girl fine lookin somethin looky street name luxury right afford brand convertible outta class stop thinkin fine lookin somethin lookout work hard savin dough girl wantin girl ridin look real cute white right dreamin thinkin come true somethin,obscene,6
van morrison,and the healing has begun,1979,pop,walk avenue sing songs walk avenue heal begin walk avenue style walk avenue smile baby worthwhile heal begin want pretty summer dress wear bonnet rest wanna heal begin hear music ringin soul feel heart grow grow come backstreet roll heal begin want pretty summer dress wear bonnet rest wanna heal begin gonna music underneath star gonna play violin guitars gonna play hours hours heal begin speak minute listen listen know stay late home stand street windowsill yeah want drop port door letterbox door room play muddy water record open little ease backstreet jellyroll gonna stay night long gonna roam field baby know feel heal begin heal heal gonna stay night long gonna dance roll heal heal begin baby ease little backstreet jellyroll songwriter morrison,sadness,6
donna summer,one night in a lifetime,1979,pop,question answer sand slip hand faster lightning grab search forever good know miss wanna night lifetime life night night lifetime babe gotta tonight babe gotta tonight night lifetime life night night lifetime baby tonight baby tonight night lifetime night night night lifetime night gamble luck play trick risk love,night/time,6
dave edmunds,queen of hearts,1979,pop,midnight await headline text bold text hop little farther line moonlight heartache disguise heart break short time play queen hearts know smart joker fool lay think life crime away baby make feel everybody tell everybody baby know make hand heartaches know play queen hearts know smart joker fool lay think life crime away lovers know hide heart beneath cover tell know go hard lover play queen hearts know smart joker fool lay think life crime away away away,sadness,6
sister sledge,one more time,1979,pop,time kiss time time kiss time say want know know know true surely hard tell baby time kiss time time kiss time know girl need hear things true tell feel shouldn tell time kiss time time kiss time time kiss time time kiss time time kiss time time kiss time time kiss time time kiss time,night/time,6
the monochrome set,he's frank (slight return),1979,pop,secular peculiar lustre go peculiar save precious youth forsake forsooth shine grow change tradition whim save clothe purple eye longer prize save peculiar peculiar skin slack show certain lack save,world/life,6
xtc,outside world,1979,pop,swan sing sauna hear go hear go outside world outside world outside black white stand pigpen sell gun simpletons shoot abdomen interest interest swan sing sauna outside world outside lions laugh lakeside hear go hear go outside world outside world outside yellow split fellow drape newspaper stab poison interest interest lions laugh lakeside outside world outside animals noise little space come swan sing sauna hear go hear go hear go hear go outside world outside world outside world,violence,6
kansas,a glimpse of home,1979,pop,young songs sing waste time uphill climb feel fear near stand presence feel quiet gaze like superstition haunt dream wake days life know wait revelation anticipate search truth know show glimpse home resist choose hard sure hard endure hear voice know choice pursue ideal real lose reflection answer desire clear like turn look future fear roll soul heavy feel rare mystery mean know move slow time world reach ladder higher perceive like burn heart know surely believe,world/life,6
bob dylan,when you gonna wake up,1979,pop,promise dream baby order dream gotta asleep go go go strengthen things remain counterfeit philosophies pollute thoughts marx throat kissinger tie knot go go go strengthen things remain innocent jail insane asylums fill unrighteous doctor deal drug cure ills go go go strengthen things remain hold peace women control tongue seduce poor seduce young go go go strengthen things remain adulterers church pornography school gangsters power lawbreakers make rule go go go strengthen things remain spiritual advisors gurus guide instant inner peace step approve go go go strengthen things remain wonder require think errand satisfy wander desire go go go strengthen things remain know worthless sell tell time money life weight gold go go go strengthen things remain cross crucify beleive power go go go strengthen things remain,world/life,6
the knack,maybe tonight,1979,pop,know say know wait long sure come come maybe tonight funny think clown pretend know friend come hold tighter come right maybe tonight maybe tonight blow away cause know things tell maybe tonight maybe tonight come right maybe tonight maybe tonight sense blow away cause know things tell maybe tonight maybe tonight maybe tonight maybe tonight maybe tonight,night/time,6
rickie lee jones,company,1979,pop,remember clearly survive conversations share imagine life baby free dream reach galaxy miss company company look company look listen years someday hear cry company go live life meet know like life baby free dream reach galaxy miss company company look company look listen years someday hear cry company,world/life,6
th' dudes,be mine tonight,1979,pop,asian cigarettes long talk can bare skin baby long night strong night look rapt look rapt tonight tonight come come smoke conversation maybe know long know strong asian cigarettes long talk can tonight tonight night smoke talk maybe know long know strong asian cigarettes long talk can tonight know long know strong strong,night/time,6
gary numan,we are glass,1979,pop,young break watch fall train glass glass real touch glass glass strong unknown time boys glass glass cold suppose think glass glass fast impressions floor invite stay stay past telephone scream turn turn replace dream real dream need glass glass fast impressions floor invite stay stay past telephone scream turn turn,sadness,6
the boomtown rats,someone's looking at you,1979,pop,night like deserve kiss twice come place scream blue murder need someplace hide wish quiet imaginations riot paperthin wall place come ablaze thousand drop name know friend government block know situation take stock think spot tonight square shoot mouth save fish construe radical view liberals wish outside sweet pressure drop heavy wanna hear speak know kill commit degrees breathe think look sssssomeone look look tonight look tonight wish stop whisper flatter listen make nervous things shout roof scream lungs spit mouth fall deaf ears indulge fear noise wire line paranoid desire look sssssomeone look look night like deserve kiss twice,violence,6
the knack,lucinda,1979,pop,hide smile lie beware care trust experience believe true gonna gonna hurt gonna hurt hurt girl child wise know know steal heart cause gonna gonna hurt gonna hurt hurt think number wear crown gonna gonna hurt hurt hurt gonna gonna gonna gonna,sadness,6
johnny mathis,as time goes by,1979,pop,remember kiss kiss sigh sigh fundamental things apply time go lovers rely world welcome lovers time go moonlight songs date hearts passion jealousy hate woman need mate story fight world welcome lovers time go,romantic,6
xtc,when you're near me i have difficulty,1979,pop,near difficulty respirating near difficulty concentrate near difficulty stand upright near difficulty sleep night stand proud like sphinx immovable state heart nail jinx feel like jellyfish spineless wobbly jellyfish great great great near difficulty respirating near difficulty concentrate near difficulty stand upright near difficulty sleep night stand high like pine piece emotionless body near feel like jellyfish spineless wobbly jellyfish good good good iceman live iceman warn cool cool icemen better prepare melt right near difficulty respirating near difficulty concentrate near difficulty stand upright near difficulty sleep night near difficulty near difficulty near difficulty,romantic,6
gerry rafferty,get it right next time,1979,pop,street talk say life understand shouldn worry say crime cause wrong right time time need direction yeah need stand crossroads highway look recognize sign wrong right time time life liar yeah life cheat lead pull grind underneath feet complain worry whine cause wrong right time time grow learn mistake little stay awake believe mountain climb wrong right time time time,night/time,6
the b-52's,52 girls,1979,pop,biddie beach york city today today girls principal girls today today girls principal girls today today,world/life,6
sister sledge,lost in music,1979,pop,lose music catch trap turnin lose music lose music feel alive quit lose music see people lose mind responsibility tragedy time uhhuh want join band play crazy fan temptation need music salvation lose music catch trap turnin lose music lose music feel alive quit lose music spotlight band play tight night uhhuh vanity sanity survive people gonna uhuh music lose music catch trap catch music turnin lose music lose music away music feel alive feel quit quit yeah lose music lose music good catch trap catch turnin lose music lose music feel alive quit quit lose music lose music lose music catch trap turnin lose music lose music feel alive quit lose music lose music catch trap turnin lose music,music,6
cher,take me home,1979,pop,home home want feel close home home want wrap arm tonight makin music candlelight star home home home home want near want home home home home baby follow place onenight affair fine heaven heaven like heaven heaven heaven heaven home home night lyin right thing ecstasy heaven heaven like heaven heaven heaven heaven home home home home want feel close want feel close home home home want wrap arm tonight makin music candlelight star heaven heaven like heaven heaven home home baby baby home home home lyin baby ecstasy home home want near baby baby home home,music,6
the cars,since i held you,1979,pop,talk mind sayin daance silky slow baby know refuse involve help like paperdoll pretend baby somethin night right look like gonna night yeah long time hold say long time hold long time hold forget say bother tutor impressions heead touch mean somethin night right look like gonna night yeah long time hold say long time hold long time hold long time long time long time long time long long time say long long time long time hold long time hold,night/time,6
roxy music,dance away,1979,pop,yesterday cool walk home kiss goodnight say say alright funny tonight pass handinhand dress kill guess whos die dance away heartache dance away tear dance away heartache dance away fear dance away loneliness crowd room open hearts turn stone world change dark wall strobe light wall close eye dance dance away heartache dance away tear dance away heartache dance away fear dance away dance away dance away know walk line open door street floor time fool hop pray reach touch dance away heartache dance away tear dance away heartache dance away fear dance away heartache dance away tear dance away heartache dance away fear dance away heartache dance away fear,sadness,6
cheap trick,gonna raise hell,1979,pop,gonna raise hell gonna raise hell gonna raise hell gonna raise hell ambition hear true nothin change world irreversible lack taste smack somethin irresistable gonna raise hell gonna raise hell gonna raise hell gonna raise hell gonna raise hell gonna raise hell submission name secret secret hint hint clue wanna know wanna things gonna raise hell gonna raise hell gonna raise hell gonna raise hell gonna raise hell gonna raise hell mother mother mother mother mother mother mission everybody hear everybody fate agree lose mystery gonna raise hell gonna raise hell gonna raise hell gonna raise hell gonna raise hell gonna raise hell,violence,6
abba,kisses of fire,1979,pop,head chest hear beat heart apart touch lips close eye fingertips things know crazy bout kiss burn burn point return kiss sweet devotions catch landslide emotions share affairs compare rid higher kiss kiss kiss sleep feel safe know belong make scar strong lose nightmare baby beg kiss burn burn point return kiss sweet devotions catch landslide emotions share affairs compare rid higher kiss kiss kiss kiss burn burn point return kiss sweet devotions catch landslide emotions kiss burn burn point return kiss sweet devotions rid higher kiss catch landslide emotions kiss burn burn point return kiss sweet devotions catch landslide emotions,romantic,6
cheap trick,voices,1979,pop,know lookin hear voice plain fool fell know lookin hear voice know lookin hear voice word come right right understand mean know lookin hear voice know lookin hear voice remember word say word say remember voice head head remember word say word say hear voiceit voice iscool voice warm voice need word right cool voiceswarm voice voice need wordit warm voicesyour voice cool voice need hear voiceit voice iscool voice warm voice need need need,music,6
gary numan,metal,1979,pop,build grow frighten liquid engineer like heart sure fail crawl floor like real like sound metal want learn like plug turn move need treatment tomorrow send sing american picture change pull wire wall inside like metal know die confuse need,violence,6
wire,the 15th,1979,pop,review watch response base fact provide decide soon square face renew fight cause live deny learn sooner destroy provide decide soon square face review fight watch sooner deny renew cause live destroy later base fact provide decide soon square face,violence,6
little river band,cool change,1979,pop,thing life miss time spend sail cool bright clear water lot friendly people show ways want lose inspiration time cool change know time cool change life prearrange know time cool change bear sign water feel best albatross whale brothers kind special feel star moon like lover time cool change know time cool change life prearrange know time cool change romantic care know sound selfish breathe yeah yeah breathe thing life miss time spend sail cool bright clear water kind special feel star moon like lover time cool change know time cool change life prearrange know time cool cool cool change time cool change time time time time cool cool change time cool change know time cool cool change time cool change life prearrange know know know know time cool change time cool change know time cool change,world/life,6
abba,chiquitita,1979,pop,chiquitita tell wrong enchain sorrow eye tomorrow hate like quiet chiquitita tell truth shoulder best friend rely sure break feather hurt hurt patch chiquitita know heartaches come scar leave dance pain time grieve chiquitita shin hear sing like sing song chiquitita like sing song chiquitita wall come tumble blownout candle go hard handle chiquitita tell truth quiet chiquitita know heartaches come scar leave dance pain time grieve chiquitita shin hear sing like sing song chiquitita like sing song chiquitita like sing song chiquitita,music,6
xtc,making plans for nigel,1979,pop,make plan want best make plan need help hand young say world make plan future british steel make plan future good seal yeah lyric commercial,world/life,6
little river band,lonesome loser,1979,pop,instrumental open hear lonesome loser beat queen hearts time hear lonesome loser loser keep tryin oohoohooh oooh look want somebody someday somebody gonna inside face hide hear lonesome loser beat queen hearts time hear lonesome loser loser keep tryin unlucky lose head gamble heart away keep search leave stake heart lose cost hear lonesome loser beat queen hearts time hear lonesome loser loser keep tryin okay smile say loneliness drive crazy go head watch close look want somebody someday somebody gonna inside face hide hear lonesome loser beat queen hearts time hear lonesome loser loser keep tryin hear lonesome loser hear lonesome loser hear lonesome loser tell hear lonesome loser,sadness,6
michael jackson,off the wall,1979,pop,world shoulder gotta straighten boogie hang feelin room cause party people night livin crazy tonight gotta leave shelf enjoy groove madness music life live wall life live life wall live life wall live wall shout want cause folks gettin loud gonna cause party people night livin crazy tonight gotta leave shelf enjoy come groove madness music life live wall life live life wall live life wall live wall want rule rule time come alive party right night right gotta hide inhibitions gotta fool loose deep inside soul wanna exhibition ahee better cause party people night livin crazy tonight gotta leave shelf enjoy come groove madness music life live wall life live life wall live life wall tonight gotta leave shelf enjoy come groove madness music life live wall tonight gotta leave shelf yeah enjoy come groove madness music life wanna live tonight gotta leave shelf enjoy come groove madness music life yeah,world/life,6
gary numan,me,1979,pop,dust death fade away hate fade sure wrong leave leave care turn pain like turn,sadness,6
the cars,it's all i can do,1979,pop,time fell finally grow night dream cancel flight go wait time twist gate crazy think great keep renditions wall holiday romance wait wing like saturday flirt protect judge want hurt moment come soon want wait wait wait wait,night/time,6
sister sledge,thinking of you,1979,pop,everybody tell bout bring fully equip lifetime guarantee sure reason live lovin give promise long live think things make live ecstasy things make live ecstasy time make alive survive think bring today baby help sing reason live lovin give promise long live think things make live ecstasy things make live ecstasy feel good things make live ecstasy yeah things make make live ecstasy things yeah make make live ecstasy eyhey things tell bout star make yeah live ecstasy yeah yeah yeah things make make live ecstasy make things doin doin make ehhey live ecstasy ecstasy things make live ecstasy things make live ecstasy,world/life,6
blondie,atomic,1979,pop,uhhuh tonight tonight right uhhuh tonight tonight tonight uhhuh magnificent tonight right hair beautiful tonight atomic tonight magnificent tonight tonight hair beautiful tonight atomic ohoh atomic ohoh ohoh atomic ohoh atomic ohoh,night/time,6
abba,i have a dream,1979,pop,dream song sing help cope wonder fairy tale future fail believe angels good believe angels know time right cross stream dream dream fantasy help reality destination make push darkness mile believe angels good believe angels know time right cross stream dream cross stream dream dream song sing help cope wonder fairy tale future fail believe angels good believe angels know time right cross stream dream cross stream dream,world/life,6
joe jackson,on your radio,1979,pop,exfriends exlovers enemies case today sew exbosses name number file away grow hear know near hear radio radio yeah gonna hear radio radio radio yeah gonna hear radio gonna hear radio gonna hear radio exteachers come tough kid stop try kick grind care look sick push hear know near hear radio radio yeah gonna hear radio radio radio yeah gonna hear radio gonna hear radio gonna hear radio turn turn exteachers come tough kid stop try kick grind care look sick push hear know near hear radio radio yeah gonna hear radio radio radio yeah gonna hear radio gonna hear radio gonna hear radi radio radio radio gonna hear radio radio radio radio gonna hear radio gonna hear radio gonna hear radio turn,music,6
siouxsie and the banshees,icon,1979,pop,eye go heaven blind icons fee fire icons fall spires thine eye rain heaven say blind icons fee fire icons fall spires word hang like vicious spittle dribble tongue close eye lie force fee pious meat nebulous cod discipline stick bear throat instill artificial view perfect land icons fee fire icons fall spires stick skewer skin whirl dervish spin prove kind desire icons fee fire icons fall spires guilt golden guilt golden ageless lie shutter eye nightpiece icon,violence,6
sparks,the number one song in heaven,1979,pop,number song heaven write course mightiest hand angels sheep fold master follow master plan number song heaven hear maybe closer imagine maybe closer care number heaven number heaven number heaven number song heaven cross street song hear guarantee number heaven number heaven number heaven number song heaven rage cloud loud crowd soft doubt lyrically weak music thing play play play play play play play hear play song filter cloud reach earth wind break millions ways go cars home advertisements streets children sing,music,6
wings,old siam sir,1979,pop,village siam lady lose effort wait walthamstowe skate scarborough wait walthamstowe skate scarborough village east fellow real take rush wed meal letter siam come terrible tale decide answer pile dough wait walthamstowe skate scarborough wait walthamstowe skate scarborough relative tell direct stay village siam lady lose village siam lady lose effort wait walthamstowe skate scarborough wait walthamstowe skate scarborough,night/time,6
the undertones,here comes the summer,1979,pop,baby baby know drive crazy look summer time come time discover come summer come summer come summer lookout girls face tan lie beach cover sand stretch long legs lie know beautiful have come summer come summer come summer come summer come summer come summer come summer lookout girls face tan lie beach cover sand stretch long legs lie know beautiful have come summer come summer come summer come summer come summer come summer come summer come summer come summer come summer come summer come summer,music,6
xtc,roads girdle the globe,1979,pop,asleep fast race roads girdle globe safe concrete robe hail mother motor hail piston rotor hail wheel roads girdle globe tie turn holy incense tire burn roads girdle globe safe concrete robe hail mother motor hail piston rotor hail wheel roads girdle globe steer steer steer steer steer steer steer steer steer steer steer steer steer steer steer steer iron steel sacred roads girdle globe safe concrete robe roads girdle globe safe concrete robe roads girdle globe safe concrete robe roads girdle globe safe concrete robe hail mother motor hail piston rotor hail wheel hail mother motor hail piston rotor hail wheel hail mother motor hail piston rotor hail wheel,sadness,6
tubeway army,me i disconnect from you,1979,pop,alarm ring days tell conversations wait screen couldn recognise photograph disconnect walk stairs move silence feel mind decay inch away disconnect turn know outside telephone ring disconnect,sadness,6
nick lowe,cracking up,1979,pop,crack get ready pills real escape scare daylights nightmare tense nervous everybody shakin hand sayin howdie think funny crack like wear shoe world leakin laugh wreck wreck shiver shake monster like earthquake everybody havin know cause think funny dead night time crack come warn gunman shoot tear hair root knife notion ocean emotion think funny think funny crack think funny crack think funny crack think funny crack think funny crack,obscene,6
wings,getting closer,1979,pop,salamander need answer get closer get closer heart keep ahead rain road watch windscreen wipers wipers radio play danceable cattle beware snipers snipers salamander tell answer get closer get closer heart hit chisel make joint glue finger radio play song point sailor beware weather weather woahoh get closer salamander answer get closer get closer heart get closer heart get closer heart get closer closer closer closer closer closer closer,night/time,6
graham parker,protection,1979,pop,damn heaven cram say smack head infect wait collect feel get nice protection protection protection protection protection bomb detonate switch throw everybody tell scar care wear blank expression conceal real impression turn information radio pick station repeat turn sound ready know know disease discover know mix brother brother knife heart tear apart think think think stick stick think funny laugh letter confetti rip hand sweaty ghastly face recur nightmare place hours come short long turn information radio pick station protection protection protection knife heart tear apart think stick protection protection switch switch switch protection switch switch switch protection protection want hide want hide want hide hide hide protection repeat fade,sadness,6
siouxsie and the banshees,love in a void,1979,pop,fool block momomotion cloud eye popopotion spot eye lololotion spot eye lololotion void numb avoid dumb void bigots lililiking critics write rabid dog aren bibibiting nanana nanana rabid dog aren bibibiting nanana void numb avoid dumb void jade reputation stake nanana lot money make nanana star fafafaking nanana star fafafaking nanana void numb avoid dumb void void avoid numb dumb bark,obscene,6
madonna,holiday,1979,pop,holiday celebrate holiday celebrate take holiday take time celebrate life nice everybody spread word gonna celebration world nation time good time forget time yeah come release pressure need holiday take holiday take time celebrate life nice turn world bring days trouble time celebrate shine come things better need holiday take holiday take time celebrate life nice holiday celebrate holiday celebrate take holiday take time celebrate life nice holiday celebrate holiday celebrate come nation,world/life,6
